ɪ ɡ z i m ə	eczema
ɹ æ m p a ɪ ə ɹ	rampire
ɛ n d ɚ	ender
s ɛ p u k u	seppuku
ə k ʌ m p ə n iː d	accompanied
s p o ʊ k ə n	spoken
ɹ ə ʊ w a ɪ z	rowwise
ɒ n t ɹ e ɪ	entrée
p ɛ d i	pedi
d ɛ p ɪ l e ɪ ʃ ə n	depilation
d͡ʒ ʊ ə ɹ ɔ ɹ	juror
d͡ʒ u n ɪ p ɚ	juniper
b ə k ʌ m z	becomes
æ s ɪ d j uː ɪ t i	assiduity
s k ɪ m p ɪ ŋ	skimping
ə b uː d	Abood
b ɑː ɹ b æ ɹ ɪ t i	barbarity
b ɹ e ɪ k ɚ	braker
s uː d o ʊ m i t i ɚ a ɪ t	pseudometeorite
t æ m ə ɹ ɪ n	tamarin
s ɜː ɹ f ə ɹ	surfer
v ɪ n ə ɡ ə r uː n	vinegaroon
k ɔ z d	caused
k æ l v ɪ n ɪ s t	Calvinist
f ə ʊ t ə ʊ d͡ʒ iː n	photogene
p l ɛ n ə ɹ i	plenary
p ə t ʃ iː n	poteen
t ɹ o ʊ p ɪ k ə l	tropical
ɡ ʌ v ə ɹ n ə l	governail
d ɪ f ɝ	defer
d o ɹ	d'or
s ɑ m b ə	samba
s ʊ ə ɹ ɪ m i	surimi
t ɛ s t ə m ə n t	testament
d͡ʒ æ k s o ʊ n i ə n	Jacksonian
ʃ iː ɹ	shiur
d͡ʒ ɒ l ɪ t i	jollity
j ɑ ɹ n	yarn
k æ l v ə ɹ l i	Calverley
f ɛ k l ə s	feckless
ɔː n	awn
m o ʊ t iː f	motif
d ɑː l i ə n	Dalian
m o ʊ	mo'
ɹ ɪ t æ l i e ɪ t	retaliate
t ɛ l i	telly
s ə p o ʊ z	suppose
ɡ ʌ n d ə l ə t	gundelet
f i d e ɪ ɪ z ə m	fideism
t i ʃ ə k	Taoiseach
b ʌ t s	but's
w æː t	wat
k j uː t ɹ ɪ t	qutrit
æ d͡ʒ ə v ə n t	adjuvant
ɹ ɪ k w ɑ ɹ m ə n t	requirement
p æ n ə n d i ɪ z ə m	panendeism
f ʌ k ə n	fucken
b ɛ n z iː n	benzene
d ɛ n t ə n	Denton
l a ɪ z ə	Lisa
s ə t æ n ɪ k	satanic
w ɜ ɹ t ə m b ɜ ɹ ɡ	Württemberg
b ɪ w a ʊ n d	bewound
b ɹ ɪ k w ɝ k	brickwork
ɪ ʃ j ə	Issue
d ɹ iː m t a ɪ m	Dreamtime
t æ n d͡ʒ ɛ n t͡ʃ ə l	tangential
ɹ ɪ f ɔ ɹ m	reform
v ɝ n ə l	vernal
ɹ ɛ v ə l j u ʃ ə n a ɪ z	revolutionize
h ʌ ɪ d ɹ iː m ɪ ə	hydræmia
ɹ ɪ ð m ɪ ŋ	rhythming
ə p ɹ ɑ k s ə m ə t	approximate
z ɛ n o ʊ b a ɪ ɑː l ə d͡ʒ i	xenobiology
t ɪ n a ɪ t ə s	tinnitus
s ə l ɪ d ə f a ɪ	solidify
ɡ ɹ ɪ p t	gripped
ɪ m b ɹ ɔ ɪ d ə ɹ i	embroidery
m ɑ b s t ɚ	mobster
p ɛ n ə l t i	penalty
d ɪ k ɚ	dicker
ɪ m p ɝ m i ə b ɪ l ɪ t i	impermeability
æ t ɹ ə m ɛ n t	atrament
ɡ ɜː ɹ n	girn
m ə k d a ʊ ə l	MacDowell
p l i t͡ʃ ɪ ŋ	pleaching
æ l t ɪ t uː d	altitude
ɪ n f l e ɪ m ə ɹ	inflamer
s n ɑː ɹ l	snarl
h o ʊ m ʌ ŋ k j ə l ə s	homunculus
æ b d ʌ k t ɪ v	abductive
ɪ m p l ə m ə n t	implement
p ɪ z æ z i	pizazzy
ɛ n t æ b l ə t͡ʃ ɚ	entablature
k l i ŋ ɑ n	Klingon
ɡ l a ɪ m ɛ p ɪ ɹ a ɪ d	glimepiride
ɪ n t ɹ ə v ə ɹ ʒ ə n	introversion
w a ɪ d ə n ɪ ŋ	widening
ə s a ɪ n m ə n t	assignment
ɡ æ v ə l	gavel
s k ɛ n	sken
t iː n e ɪ d͡ʒ ə ɹ	teenager
f l a ʊ ɚ	flower
ɡ æ ŋ ɡ l i ə	ganglia
s ɑ l t ɪ r i ɑ n	psalterion
p ʌ z l̩ d	puzzled
d ɹ ɛ m p t	drempt
d iː p ə ʊ l ə ɹ a ɪ z	depolarize
ɪ m p e ɪ l d	impaled
ɑ ɹ ɡ j ə m ɛ n t ə t ɪ v	argumentative
θ i æ n θ r o ʊ p ɑː s ə f i	theanthroposophy
ɡ uː ɪ ŋ	gooing
ʃ ʌ v z	shoves
f ɹ ɪ n ɪ t ɪ k	phrenitic
p ɝ s	perse
a ɪ s o ʊ m ɔ ɹ f ɪ k	isomorphic
iː l ɛ m	ylem
ɛ k s ɛ n i ə l	xennial
s p iː d ɪ ŋ	speeding
s ɔ k ɪ ŋ	socking
n ʌ n k j ʊ p e ɪ t ɪ v	nuncupative
o ʊ k l i	Oakley
k ə n s iː t	conceit
w ɪ k ɪ t	wicket
s t ɛ ɹ d	stared
v ɪ ɹ ɛ s ə n t	virescent
w ɪ ə ɹ w ʊ l f	werewolf
o ʊ k ɑ k	Okak
d a ɪ ɪ ŋ	dyeing
k w ɪ l θ ʌ l ɡ	quylthulg
t͡ʃ ɑ ɹ k l ɔ θ	charcloth
p ɹ u f	proof
p ɹ æ z ə p æ m	prazepam
d ɪ s k ə s	discus
ʃ ɒ ŋ n uː	Xiongnu
k æ d z	cads
t e ɪ s t l ə s	tasteless
m ʌ k ɪ n d ɚ	muckender
s æ s i w ʊ d	sassywood
ɡ ɹ æ n j u l e ɪ t	granulate
h uː l i	hoolie
ɡ u m b ɑ	goombah
t͡ʃ e ɪ n ə	Cheyna
k ʌ v ɪ t a ɪ z	covetise
s ʌ b s p iː ʃ iː z	subspecies
m æ n k a ɪ n d	mankind
j u l t a ɪ d	Yuletide
a ɪ s ə l uː s iː n	isoleucine
ə p iː z iː ɒ t ə m iː	episiotomy
ɛ b ə n a ɪ t	ebonite
p æ ɹ ə t͡ʃ	paroch
f ɪ l	Phil
ɛ k s p i e ɪ ʃ ə n	expiation
n iː m ə t ɛ k n ɪ k	mnemotechnic
s ɪ l ɒ s t ə z ɒ l	cilostazol
t a ɪ ɹ o ʊ l i ə n	Tyrolean
æ s ɪ t æ b j ə l ɚ	acetabular
b l o ʊ θ	blowth
h ɪ s t ɹ ɪ	history
j iː s t i	yeasty
k ə l æ b	collab
ɹ o ʊ b ʌ s t ə	robusta
t͡ʃ æ t ɚ	chatter
h i m o ʊ d a ɪ n æ m ɪ k	hemodynamic
s iː n ə b a ɪ t	coenobite
b æ ŋ ɡ ə b ə ɫ	bangable
t æ b l ə s	tabless
k l iː v z	cleaves
h ɝ m ɪ t ɪ d͡ʒ	hermitage
f ɹ ɪ k ə s iː	fricassee
p ɹ ə d͡ʒ ɛ n ə t ɚ	progenitor
p ɪ ɹ i ɑ d ɪ k	periodic
k ɑː n t ɹ ə d ɪ k ʃ ə n	contradiction
a ʊ t ɪ d͡ʒ	outage
d ɪ p ɹ a ɪ v d	deprived
p ɛ p ə ɹ o ʊ n i	pepperoni
j æ ŋ ʃ u p u	Yangshupu
w a ɪ z ɚ	wiser
ɹ ɪ z ɔː ɹ b ə b ə l	resorbable
f i ɛ s t ə	fiesta
θ ɪ m b ə l	thimble
b ə n æ l	banal
ɒ k s ə l e ɪ t	oxalate
t a ɪ d i	tidy
ɑː ɹ k ɪ m iː d iː z	Archimedes
b u d ɪ z ə m	Buddhism
ɔ l t ə ɡ ɛ ð ɚ	altogether
ɹ ɔː b o ʊ n d	rawboned
h ɛ d͡ʒ ɪ z	hedges
k ə n f ɝ m ə t ɔ ɹ i	confirmatory
b ɪ l d	billed
b ɹ a ʊ n ɪ ŋ	Browning
s k ɪ z ə f ɹ iː n i ə	schizophrenia
l ɛ ŋ	leng
k ə l ʌ m n j ə t ɔ ɹ i	calumniatory
m a ɪ ɒ t ɪ k	miotic
e ɪ l ə	ala
d ɪ s k ɑ ɡ ɹ ə f i	discography
t ɹ ɔ ɪ	Troy
m ʌ n d͡ʒ d	munged
h a ɪ̯ d ɹ ɑ k s i ɛ θ e ɪ̯ n	hydroxyethane
e ɪ l s i	alecy
ɛ ɚ p l e ɪ̯ n	airplane
æ ɹ ə ɡ ə n s	arrogance
ɡʰ uː	Ghu
s u p ɚ m æ n	superman
v æ ŋ k w ɪ ʃ	vanquish
θ ɚ d l i	thirdly
k ɒ m p l ə m ɛ n t ɛ ə ɹ ɪ t i	complementarity
h æ f s i s	halfsies
f ɹ ɪ s k ɪ ŋ z	friskings
s o ʊ m æ t ə s t æ t ə n	somatostatin
l ɪ ð ɚ	lither
f ɛ n ɪ l s ɪ l ə t ɹ e ɪ n	phenylsilatrane
v ɪ k t o ʊ ɹ i æ n ə	Victoriana
p a ɪ p	pipe
ɛ l ə n	ellen
ɔː l n ɪ d͡ʒ	alnage
k ɹ ɪ d j uː l ɪ t i	credulity
ɪ l i o ʊ s o ʊ ə s	iliopsoas
f l æ t f ɪ ʃ	flatfish
s ɪ v ə l	civil
d æ n d ə ɹ	dander
w ɪ ð d ɹ ɔ n	withdrawn
d͡ʒ ɜː r	Győr
ɪ n ɪ k s t r ɪ k ə b l	inextricable
h a ɪ p ɝː t ɹ ə f i	hypertrophy
ɛ n d o ʊ θ iː l ɪ n	endothelin
e ɪ ŋ k ʃ ə n t	ancient
t ɛ n j u ə s	tenuous
ɛ ɹ o ʊ ɹ u t	arrowroot
n e ɪ z l̩ a ɪ z d	nasalized
t͡ʃ ɛ ŋ f e ɪ	Chengfei
m a ɪ t o ʊ k a n d ɹ i ə	mitochondria
ɡ ə n o ʊ m	GNOME
k l æ k ɜː ɹ	claqueur
ɪ ŋ k ə m b ʌ s t ɪ b ə l	incombustible
w ɝ θ l ɪ s	worthless
ɪ m ɛ n s	immense
ɪ f ɪ d͡ʒ i e ɪ t	effigiate
ə k j u m j ə l ə t ɪ v	accumulative
ɪ p s ɪ l æ n t i	Ypsilanti
t͡ʃ ɑː n d ɪ ɡ ɑː ɹ	Chandigarh
d iː d͡ʒ e ɪ	DJ
m ɪ s k ɛ n	misken
s j uː d o ʊ̯ s a ɪ̯ d	pseudocide
l a ɪ m ə s	limous
m ɪ s ɪ n f ɚ m e ɪ ʃ ə n	misinformation
k ɹ u p i e ɪ	croupier
o ʊ v ɚ s i	oversee
ɛ k s ɜː ɹ t a ɪ l	exsertile
p ɪ s iː n ə	piscina
m æ θ	math
m ə n a ɪ ə k ə l i	maniacally
s ɪ m uː m	simoom
k w iː z i	queasy
t ɔː ɹ p ɛ d ɪ n ə s	torpedinous
ɪ m æ n s ɪ p e ɪ t ɚ	emancipator
k l a ʊ d z	clouds
p ʊ s i	pussy
s p ɑ t ɚ	spotter
s ɚ v e ɪ	survey
a ɪ ɹ ə n i	irony
d͡ʒ iː h ɪ t	ghit
i m ɝ d͡ʒ ə n s	emergence
p i k h o ʊ l	peekhole
p æ s t ɪ s	pastis
h ɒ ŋ z ə	Hongze
p ɹ ɛ f ə s	preface
t͡ʃ a ɪ w ɑ l ə	chaiwallah
ɡ uː l ɪ ʃ	ghoulish
k ə p j u t͡ʃ ɪ n	capuchin
t ʌ l s ə	Tulsa
ɛ s k ə b ɑː ɹ	Escobar
k ɑ b ə ɹ ɑ f s k	Khabarovsk
h ɛ m ɪ k ɹ ɪ p t ə ʊ f a ɪ t	hemicryptophyte
f ʊ t ɪ ŋ z	footings
p ɒ l i æ n ə	Pollyanna
f e ɪ t ə l	fatal
ə h ɑː n ə	ohana
b æ t s	bats
n ʌ b l ɪ t	nublet
s ə l ɑː t	salat
w a ɪ ə ɹ i	wiery
v ə ɹ d ɑː t ʃ i ə ʊ	verdaccio
b ɹ a ʊ n	brown
m ʌ l k t	mulct
t͡ʃ ɑ t	kyat
ə k r ɹ e ɪ z i ə	acrasia
n ɑ ɹ w ɑ l	narwhal
d͡ʒ uː p	jupe
ð ʌ m	them
ɪ k s t ɪ ɹ i ə ɹ a ɪ z d	exteriorized
m ə t r ɪ k j ə l e ɪ ʃ ə n	matriculation
n ɔ p l i a ɪ	nauplii
ə b ɜː ɹ n	aburn
v ɜː ɹ s ɪ n d͡ʒ ɛ t ə ɹ ɪ k s	Vercingetorix
ə f ɛ ɚ	afare
t ɪ m	TIM
k l ɛ z m ə ɹ	klezmer
d͡ʒ e ɪ l d	jailed
f ɒ l ə ʊ iː	followee
b ɔː ɹ æ k s	borax
s t ɹ ɔ ɪ z l̩ k uː k ə n	Streuselkuchen
ɪ k s k l uː d	exclude
p i b i d͡ʒ i v i	PBGV
æ k n o ʊ	acknow
ə p ɑ ɹ t a ɪ d	apartheid
p ɑ s t ə	pasta
ɹ ə z ɪ s t ɪ d	resisted
ɹ ɪ ɡ ɑ ɹ d l ɪ s	regardless
ɹ ə ʊ m ə n a ɪ z e ɪ ʃ ə n	Romanization
w ɪ n t ə ɹ i	wintry
f ɑ l o ʊ z	follows
k ɛ ɹ i	Kerry
v a ɪ k a ʊ n t s i	viscountcy
v ɪ ə ɹ ə s k ə ʊ p	Verascope
m ə t͡ʃ ɪ ŋ ɡ ə	machinga
t ɑ ɹ t u	Tartu
k ə l e ɪ b ɹ iː ə	Calabria
p l ə s ɪ d ə t i	placidity
æ k ɹ ə l ɛ k t	acrolect
p ɛ ɹ ɪ s k ə ʊ p	periscope
k ə n s i l ɪ ŋ	concealing
m e ɪ n d͡ʒ	mange
b ɔ ɪ k ə n	boykin
ɹ ɪ ɡ	wrig
ɛ l d ɚ	elder
w ɝ ʃ ɪ p f l̩	worshipful
m ʌ s k ə t ə ɹ	musketeer
t e ɪ n ə l t	Taynuilt
o ʊ v ɚ h w ɛ l m d	overwhelmed
s ɒ z ə l	sozzle
t e ɪ n	tain
f ɔː	faugh
p o ʊ l i o ʊ	polio
f ɹ e ɪ ə	Freya
s ʌ k j ʊ b ə s	succubus
v ɝ ɡ j u l	virgule
k ə ɹ p l ʌ ŋ k	kerplunk
n ə v ɑ d ə	Nevada
w ɪ ð s t æ n d	withstand
b æ d͡ʒ	badge
n ɛ s t	nest
b æ ŋ k ɒ k	Bangkok
t ə m e ɪ t o ʊ	tomato
b æ k ɹ ə n ɪ m	backronym
ɪ v ɛ n t s	events
e ɪ z ɔ f	Azov
ɡ l æ d s t ə n	Gladstone
ɹ ʌ f t	ruffed
ɡ l ɪ f	gliff
æ p ə ʊ iː k w ɔː ɹ ɪ n	apoaequorin
b ʌ m p k ɪ n	bumpkin
θ ɹ ɪ l m æ n s	thrillmance
l e ɪ z ɪ ŋ	lazing
ɪ n k ə n s ɪ s t ə n s i	inconsistency
p ɹ æ k t ɪ s ɪ z	practices
ʌ n v ɪ t e ɪ ʃ n̩	unvitation
f ɔː ɹ m ɪ l	formyl
t ɪ ɡ n ɪ ʃ	Tignish
b l æ k ə s t	blackest
æ ɡ ə ɹ e ɪ ʒ ə	agerasia
k o ʊ v ə l o ʊ	Covelo
ɪ k s ɛ p ʃ ə s	exceptious
ə s ɪ s t ə n t	assistant
h ə b ɑ d n ɪ k	Chabadnik
k w ɪ ŋ k w ɛ n i ə l	quinquennial
d ɪ s p ɛ ə ɹ ɪ ŋ l i	despairingly
t a ɪ t ə s	Titus
k ə n f ɛ s ɚ	confessor
ɪ l u m ɪ n e ɪ ʃ ə n	illumination
d æ ŋ k	dank
e ɪ b l ɪ n z	ablings
m ɪ ə ɹ i ə l ɒ d͡ʒ ɪ k ə l	mereological
v ɛ n d ɚ	vendor
b a ʊ d l ə ɹ a ɪ z	bowdlerize
p ə t ɹ o ʊ l	patrol
s n ɒ b ɪ ʃ	snobbish
l ɪ s d ɛ k s æ m f ɛ t ə m iː n	lisdexamfetamine
ə p ɑ s l̩	apostle
k æ t ə k l ɪ z m ɪ k	cataclysmic
ɛ f l ə ɹ ɛ s ə n s	efflorescence
l uː t i ɚ	luthier
θ ɝ m ə d ɔ ɹ i ə n	Thermidorian
a ʊ w iː	owie
j uː t uː b ə ɹ	YouTuber
b ɝ s t	burst
f l ɝ ɹ i	flurry
k l o ʊ n	clone
k ə m p ʌ l s ə ɹ i	compulsory
k ɜː ɹ d ɪ ʃ	Kurdish
m ɑ k i ɑ t o ʊ	macchiato
l ɔ n m o ʊ ɚ	lawnmower
k ɑ ɹ ə v ɑ d͡ʒ i o ʊ	Caravaggio
θ a ɪ ə b ɛ n d ə z o ʊ l	thiabendazole
ɹ i k ɹ ɪ m ə n e ɪ ʃ ə n	recrimination
h ə ɹ iː s ə	harissa
d ʌ n d͡ʒ ə n	dungeon
b ɹ ɪ t ə n z	Britons
l ɪ p ɑ k s ɪ d͡ʒ ə n e ɪ s	lipoxygenase
k æ ʒ m i ɹ	cashmere
w ɑː n d ə	Wanda
s k w ɑ t	squat
f ʌ ŋ t͡ʃ j o ʊ	Fengqiu
ɡ w ɑː n iː n z	guanines
ʌ n d ɹ ɛ m t	undreamt
s ɪ m i ə n	Simeon
ə ʊ v ə ɹ ɪ d͡ʒ	overage
ɛ s k w i v e ɪ l i ə n s	esquivalience
t ɹ ʌ ɪ k ɒ l ə d͡ʒ i	trichology
ʃ ɪ l	shill
m ɪ n j ə n ɛ t	mignonette
p æ t ɹ ɪ k	Patrick
f uː s ə	fossa
k ɛ ɹ ʌ ŋ k ə l	caruncle
l æ m z	lambs
h o ʊ d	hoed
ɹ iː b ɑ ɹ	RBAR
k o ʊ t͡ʃ ɛ l ə	Coachella
æ θ ɒ s	Athos
s m ɛ l ɪ l i	smellily
k æ b ə s ɛ t	cabasset
ɪ n d ə n iː ʒ ə n	Indonesian
j ɛ s ə m	yessum
l ɔ ɹ ə l d	laureled
d ɪ s ə p ɪ ɹ	disappear
f ɛ ə ɹ e ɪ ɒ n ɪ k	pharaonic
s ɛ p ə ɹ e ɪ t ɪ v	separative
ɪ l ʌ s t ɹ i ə s	illustrious
ɪ n d͡ʒ ɔ ɪ j ə b ə l	enjoyable
n i o ʊ l ɪ θ ɪ k	Neolithic
t ɛ m t	tempt
d ɒ n b ɑː s	Donbas
f iː t	feet
ɹ ə b ɛ l z	rebels
p æ l t o ʊ	paletot
b æ k ə ɹ ɑː	baccara
k æ p ɹ ɪ k ɔː ɹ n ə s	Capricornus
θ uː l	Thule
m ɪ t ɪ k j u l ə s	meticulous
b ʌ m z	bums
b ɪ l ɪ ŋ z	Billings
s v ɑ ɹ ə b ɑ k t i	svarabhakti
ə n ʌ l	annul
h ɪ m n ɪ k	hymnic
w e ɪ s t s	wastes
ɡ l æ d ə ɹ	gladder
t a ɪ n s a ɪ d	Tyneside
ɔː ɹ ɒ k s	aurochs
n iː p ɑ	nipa
b æ ʃ ɚ	basher
æ d m ɑ n ɪ ʃ	admonish
ə v e ɪ l ə b ə l	available
t ɹ e ɪ k i ə f a ɪ t	tracheophyte
b o ʊ v ɪ d	bovid
b ʌ s k s	busks
m ʌ n d i	Monday
k ə ʊ k s ɪ z	coaxes
l ɑː n s ɪ n e ɪ t ɪ ŋ	lancinating
ɹ ɒ d͡ʒ ə ɹ	Rodger
d ɪ s p ɹ æ k s i ə	dyspraxia
s o ʊ ɚ	sewer
s æ ɡ ə m ɔ ɹ	sagamore
t ʌ m i	tummy
b ɛ s t i ɛ ɹ i	bestiary
k ɒ ŋ k ɪ f ə ɹ	conchifer
θ i ɔ ɹ b o ʊ	theorbo
ɹ i ə l ɪ z ə m	realism
d o ʊ	do
ɡ ɹ ə t æ n	gratin
ɹ æ p ɪ ŋ	rapping
s t e ɪ t	Staite
j uː m ɚ	humour
s k ɪ n d	skinned
j uː ɡ l ɒ b j ʊ l ɪ n	euglobulin
ɹ ɑː d͡ʒ ə	raja
p æ n s ɛ k ʃ u ə l	pansexual
f ɒ l s ɪ f a ɪ	falsify
ɹ ɪ s p ɛ k t ɪ v l i	respectively
t ɛ n d iː	tendie
d ɒ m ɪ t ə b ə l	domitable
a ʊ ɚ	Auer
t ɛ ʃ ə n a ɪ t	teschenite
m æ s ə ɹ e ɪ t	macerate
ɪ n v æ l ə d e ɪ ʃ ə n	invalidation
v ɔ ɪ s	voice
æ k ə n θ ɒ f ə ɹ ə s	acanthophorous
æ l ə l ɒ p ə θ i	allelopathy
d a ɪ ə b ɛ t ɪ k	diabetic
s ɪ k l ɪ d	cichlid
ɪ f i l ɪ s	ephelis
b ɪ t i	bittie
d ɪ k l ɛ ɹ ə t ɪ v	declarative
k w ɪ n d͡ʒ ɛ n ə ɹ i	quingenary
d z w u n d z	'dswounds
s ɪ s ə l i	cicely
b ɪ s ə k o ʊ d ɪ l	bisacodyl
ɪ ŋ k ɔ ɹ p ə ɹ e ɪ t ɪ d	incorporated
d͡ʒ uː d ɪ k e ɪ t͡ʃ ɚ	judicature
ə ʊ v ə ɹ b a ʊ	overbow
l ɑː t k i	latke
ɪ n v ə n t ɔ ɹ i	inventory
l u p h o ʊ l	loophole
k ə t ɑ ɹ ə	katara
s ə k j ʊ ɹ d	secured
h ɑː ɹ p ə n d ə n	Harpenden
h ʌ k s t ə b ə l	Huxtable
ɪ n h ɪ ə ɹ ə n t	inherent
m ʌ n ə t a ɪ z e ɪ ʃ ə n	monetization
h ɜː m i	hermie
ə t w ɜː ɹ l	atwirl
ɡ æ p	GAAP
æ t ə z æ n ə v ɪ ɹ	atazanavir
k w ɔ ɹ ə n t i m	quaranteam
b i s t͡ʃ ə l	bestial
d ɪ v ʌ l d͡ʒ	divulge
n ɑː w ɑː t ə l	Nahuatl
p æ l ə t o ʊ f æ ɹ ə n d͡ʒ i ə l	palatopharyngeal
ʌ p b a ɪ n d	upbind
d ə k ɹ ɛ p ɪ t uː d	decrepitude
l ə d͡ʒ ɪ t ə ɹ ə l i	legiterally
ɪ ɡ z æ k t ɪ ŋ	exacting
ə n æ l ə s iː z	analyses
k ɑː ɹ d ɪ n ə l ə t	cardinalate
m ɪ t ɪ ɡ e ɪ ʃ ə n	mitigation
d ɛ b	Deb
w iː l i	wealy
m æ s t ɚ b e ɪ t	masturbate
t ɪ p ɪ k ə l i	typically
j ʊ ɹ ə ɡ w a ɪ	Uruguay
l æ n d ɪ ŋ	landing
k ɪ p ɑː	kippah
b o ʊ k	boke
f ɹ iː n ə m	frenum
d a ɪ æ t ə m a ɪ t	diatomite
ɪ n ə p ɹ o ʊ p ɹ o ʊ	inappropro
t ɹ æ n s v ɝ s	transverse
s ɪ ŋ k ə n e ɪ ʃ ə s	cinchonaceous
m ɪ z	Miz
k ɹ ɪ m ɪ n e ɪ ʃ ə n	crimination
ɹ a ɪ t	wright
d͡ʒ æ m i	jammy
ɹ æ l f	Ralph
ə t ɪ p t o ʊ	atiptoe
ɑ f h æ n d ə d l i	offhandedly
ɪ k s a ɪ t m ə n t	excitement
t͡ʃ ɛ k ə s l o ʊ v ɑ k i ə	Czechoslovakia
a ɪ l æ ʃ	eyelash
k æ s ə d i	Cassidy
ɒ b l æ s t	oblast
d ɪ s ɜː ɹ p	discerp
m æ l ɪ z ə n	malison
s p ɪ d ɑ m ɪ t ɚ	speedometer
k ɑ n s æ ŋ ɡ w ɪ n ɪ t i	consanguinity
b ɹ u t	bruit
k ɔ ɹ ə n e ɪ t	coronate
d ɑ k	dock
f ɑː ɹ d ə l	fardel
ɛ s θ i ɒ m ə n i	esthiomene
z u t͡ʃ ɛ k	Zuczek
k ɹ ɪ s p ɪ n	Crispin
ɪ n ə t ɛ n t ɪ v	inattentive
d͡ʒ ɛ n ɪ s iː	Genesee
b æ ŋ ə ɹ	banger
w a ɪ n s t iː n	Weinstein
θ iː ə ɹ ɛ t ɪ k	theoretic
t ʃ i ɑ ʊ	Qiao
b ɹ ʌ s ə l z	Brussels
ɛ v ə ɹ ɪ s t ə ɹ	Everester
w ɛ ɹ k æ t	werecat
l ʌ ŋ i	lungie
p ɛ t ɪ f ɔː ɡ ɚ	pettifogger
n iː p	neap
s p e ɪ ʃ i e ɪ t	spatiate
ɛ ɹ u b ɛ s ə n s	erubescence
ɹ ɪ w ɔ ɹ d	reward
ə p l o ʊ d	upload
m ɪ θ ɪ s a ɪ z	mythicize
d ɑ n ə l d	Donald
s ʌ b m ɛ n t ə l	submental
k ʌ s ɪ ŋ	cussing
w ɒ t͡ʃ w ɜː ɹ d	watchword
ɛ p s ɪ l ɑ n	epsilon
p ɹ ɪ m ɪ ə ɹ	premier
k ə m uː n e ɪ	comune
v ɛ n ə b l̩	Venable
w ʌ t ɛ v	whatev
v u l ʒ	voulge
ɹ ɔː l	wrawl
ɹ e ɪ ɑ l p o ʊ l ɪ t i k	realpolitik
ə b s t ɛ t r ɪ k s	obstetrics
l ə k ə ʊ n i ə	Laconia
ɹ ə ʊ p i	ropy
s uː p ə ɹ ɪ m p ə ʊ̯ z	superimpose
m ɪ s w ɚ d	misword
k e ɪ k s	cakes
p ɹ o ʊ z	pros
b ɔː ʒ i	bourgie
ɔ n ɪ ŋ	awning
h o ʊ d ə n o ʊ ʃ o ʊ n i	Haudenosaunee
s æ d͡ʒ	Sgr
t͡ʃ ɑː n d l ə ɹ i	chandlery
f l a ʊ t ɪ ŋ z	floutings
a ɪ s ɪ l i	icily
t ɹ e ɪ s i	Tracy
ʒ iː	zhe
s ɝː f ɪ t ɚ	surfeiter
i l ɔ ŋ ɡ e ɪ t	elongate
l ʊ k s	looks
k ə ɹ æ z m i ə n	Chorasmian
n o ʊ̯ ɹ u z	Nowruz
h o ʊ l	whole
k ɚ t ə l d	kirtled
s k w ɑː k	squark
b ə z ɜː ɹ k	beserk
h o ʊ m s t ɛ d	homestead
ɹ æ d ɪ k ə t ɪ v	radicative
m æ k ə z	Macca's
ʌ n s æ t ɪ s f æ k t ə ɹ i	unsatisfactory
m ɪ θ ɪ s ɪ s t	mythicist
v ɛ k s e ɪ ʃ ə n	vexation
ə k a ʊ n t ɪ ŋ	accounting
ɡ o ʊ f ɚ	gofer
t ɹ ɪ k	trick
b ɹ iː z w e ɪ	breezeway
t s ɑː ɹ d ə m	tsardom
p ɹ ɑ v ə k e ɪ ʃ ə n	provocation
p ɹ iː k w ə l	prequel
k ɒ d i w ɒ m p ə l	coddiwomple
t ɹ ɛ k n o ʊ b æ b ə l	treknobabble
f ɔ ɹ s a ɪ t	foresight
t ɪ t	tit
d͡ʒ ɪ ɡ ɪ ŋ z	jiggings
h ɪ n d ɚ	hinder
s uː p s	Supes
ɪ m p ɑː l ə	impala
t ɛ s t ɪ m o ʊ n i	testimony
f ə t ɑ m ɪ t ɚ	photometer
ɒ ɹ ə t ɒ ɹ ɪ k ə l	oratorical
m ʌ ʃ ɹ uː m d	mushroomed
d ɪ k e ɪ n a ɪ	decani
l e ɪ n j ə ɹ	Lanier
h ɑ l o ʊ	hollow
p iː s f ə l i	peacefully
h i m ə t ɑ f ə d͡ʒ i	hematophagy
t ɹ ɪ b j uː n	tribune
h a ʊ s b ɹ e ɪ k	housebreak
a ɪ z ə k	Isaac
ɑː p ə ɹ e ɪ t ɚ z	operators
d͡ʒ ɪ l	Jill
ɡ uː d	gooed
ə d ɛ l	Adele
b ɑ k s ɚ	boxer
s ɛ n t ə ɹ ɪ ŋ	centring
s o ʊ l ə f ɪ d i ə n	solifidian
k ə t͡ʃ ɪ ŋ	kerching
ɹ ɪ n s	rinse
a ɪ d ɛ n t	ident
ɡ æ b ə	GABA
h ɛ s t	hest
t o ʊ s ɪ s	ptosis
æ b n ɔ ɹ m ɪ t i	abnormity
f ɹ a ɪ ɚ	friar
l ə m i ɪ d	lamiid
ɡ ɪ l i ə d	Gilead
s ɜː ɹ f ɑː ɹ i	surfari
f ɔ ɹ	for
p ɚ s i v ɪ ŋ	perceiving
v ɛ ɹ n ə s ɑ ʒ	vernissage
ɡ ɹ ɑ v ə d l ɑ k s	gravadlax
